date,cases_accumulated,recovered,deceased,Isla,hospitalized,intensive_care,as.Date(date)
2020-12-19,253,215,6,La Palma,0,0,2020-12-19
2020-12-20,254,215,6,La Palma,0,0,2020-12-20
2020-12-21,256,215,6,La Palma,1,0,2020-12-21
2020-12-22,270,223,6,La Palma,1,0,2020-12-22
2020-12-23,271,227,6,La Palma,1,0,2020-12-23
2020-12-24,273,228,6,La Palma,1,0,2020-12-24
2020-12-25,273,228,6,La Palma,1,0,2020-12-25
2020-12-26,275,229,6,La Palma,1,0,2020-12-26
2020-12-27,281,229,6,La Palma,1,0,2020-12-27
2020-12-28,285,230,6,La Palma,1,0,2020-12-28
2020-12-29,289,244,6,La Palma,0,0,2020-12-29
2020-12-30,294,244,6,La Palma,0,0,2020-12-30
2020-12-31,300,247,6,La Palma,0,0,2020-12-31
2021-02-01,337,323,6,La Palma,0,0,2021-02-01
2021-02-02,337,323,6,La Palma,0,0,2021-02-02
2021-02-03,347,323,6,La Palma,0,0,2021-02-03
2021-02-04,350,323,6,La Palma,0,0,2021-02-04
2021-02-05,352,323,6,La Palma,0,0,2021-02-05
2021-02-06,355,324,6,La Palma,0,0,2021-02-06
2021-02-07,356,325,6,La Palma,0,0,2021-02-07
2021-02-08,359,325,6,La Palma,0,0,2021-02-08
2021-02-09,360,325,6,La Palma,0,0,2021-02-09
2021-02-10,362,325,6,La Palma,0,0,2021-02-10
2021-02-11,364,327,6,La Palma,0,0,2021-02-11
2021-02-12,370,327,6,La Palma,0,0,2021-02-12
2021-02-13,373,330,6,La Palma,0,0,2021-02-13
2021-02-14,376,332,6,La Palma,0,0,2021-02-14
2021-02-15,378,342,6,La Palma,1,0,2021-02-15
2021-02-16,378,346,6,La Palma,1,0,2021-02-16
2021-02-17,380,346,6,La Palma,3,1,2021-02-17
2021-02-18,384,349,6,La Palma,3,2,2021-02-18
2021-02-19,384,350,6,La Palma,3,2,2021-02-19
2021-02-20,384,352,6,La Palma,4,2,2021-02-20
2021-02-21,384,353,6,La Palma,4,2,2021-02-21
2021-02-22,384,358,6,La Palma,4,2,2021-02-22
2021-02-23,388,361,6,La Palma,4,2,2021-02-23
2021-02-24,390,364,6,La Palma,4,3,2021-02-24
2020-02-25,0,0,0,La Palma,NA,NA,2020-02-25
2021-02-25,399,364,6,La Palma,4,3,2021-02-25
2021-02-26,401,365,6,La Palma,4,3,2021-02-26
2020-02-27,0,0,0,La Palma,NA,NA,2020-02-27
2021-02-27,403,366,6,La Palma,4,3,2021-02-27
2020-02-28,0,0,0,La Palma,NA,NA,2020-02-28
2021-02-28,404,368,6,La Palma,4,3,2021-02-28
2020-02-29,0,0,0,La Palma,NA,NA,2020-02-29
2021-01-01,300,247,6,La Palma,0,0,2021-01-01
2021-01-02,303,259,6,La Palma,0,0,2021-01-02
2021-01-03,306,261,6,La Palma,0,0,2021-01-03
2021-01-04,307,261,6,La Palma,0,0,2021-01-04
2021-01-05,311,263,6,La Palma,0,0,2021-01-05
2021-01-06,311,263,6,La Palma,0,0,2021-01-06
2021-01-07,313,272,6,La Palma,0,0,2021-01-07
2021-01-08,322,274,6,La Palma,0,0,2021-01-08
2021-01-09,326,284,6,La Palma,0,0,2021-01-09
2021-01-10,327,286,6,La Palma,0,0,2021-01-10
2021-01-11,328,286,6,La Palma,0,0,2021-01-11
2021-01-12,328,291,6,La Palma,0,0,2021-01-12
2021-01-13,329,293,6,La Palma,0,0,2021-01-13
2021-01-14,329,296,6,La Palma,0,0,2021-01-14
2021-01-15,330,305,6,La Palma,0,0,2021-01-15
2021-01-16,330,305,6,La Palma,0,0,2021-01-16
2021-01-17,330,306,6,La Palma,0,0,2021-01-17
2021-01-18,330,314,6,La Palma,0,0,2021-01-18
2021-01-19,331,318,6,La Palma,0,0,2021-01-19
2021-01-20,332,320,6,La Palma,0,0,2021-01-20
2021-01-21,332,320,6,La Palma,0,0,2021-01-21
2021-01-22,332,320,6,La Palma,0,0,2021-01-22
2021-01-23,332,320,6,La Palma,0,0,2021-01-23
2021-01-24,332,320,6,La Palma,0,0,2021-01-24
2021-01-25,332,321,6,La Palma,0,0,2021-01-25
2021-01-26,332,321,6,La Palma,0,0,2021-01-26
2021-01-27,333,321,6,La Palma,0,0,2021-01-27
2021-01-28,335,321,6,La Palma,0,0,2021-01-28
2021-01-29,335,323,6,La Palma,0,0,2021-01-29
2021-01-30,335,323,6,La Palma,0,0,2021-01-30
2021-01-31,335,323,6,La Palma,0,0,2021-01-31
2020-07-01,106,100,6,La Palma,0,0,2020-07-01
2021-07-01,581,562,7,La Palma,0,0,2021-07-01
2020-07-02,106,100,6,La Palma,0,0,2020-07-02
2021-07-02,581,562,7,La Palma,0,0,2021-07-02
2020-07-03,106,100,6,La Palma,0,0,2020-07-03
2021-07-03,581,562,7,La Palma,0,0,2021-07-03
2020-07-04,106,100,6,La Palma,0,0,2020-07-04
2021-07-04,582,562,7,La Palma,0,0,2021-07-04
2021-07-05,582,563,7,La Palma,0,0,2021-07-05
2020-07-06,106,100,6,La Palma,2,0,2020-07-06
2021-07-06,589,564,7,La Palma,0,0,2021-07-06
2021-07-07,628,564,7,La Palma,0,0,2021-07-07
2020-07-08,106,100,6,La Palma,0,0,2020-07-08
2021-07-08,649,564,7,La Palma,0,0,2021-07-08
2020-07-09,106,100,6,La Palma,0,0,2020-07-09
2021-07-09,662,565,7,La Palma,0,0,2021-07-09
2020-07-10,106,100,6,La Palma,0,0,2020-07-10
2021-07-10,678,566,7,La Palma,1,0,2021-07-10
2020-07-11,106,100,6,La Palma,0,0,2020-07-11
2021-07-11,690,567,7,La Palma,1,0,2021-07-11
2020-07-12,106,100,6,La Palma,0,0,2020-07-12
2021-07-12,706,568,7,La Palma,1,0,2021-07-12
2020-07-13,106,100,6,La Palma,0,0,2020-07-13
2021-07-13,719,568,7,La Palma,2,0,2021-07-13
2020-07-14,106,100,6,La Palma,0,0,2020-07-14
2021-07-14,731,570,7,La Palma,1,0,2021-07-14
2020-07-15,106,100,6,La Palma,0,0,2020-07-15
2021-07-15,744,570,7,La Palma,2,0,2021-07-15
2020-07-16,106,100,6,La Palma,0,0,2020-07-16
2021-07-16,764,574,7,La Palma,5,0,2021-07-16
2020-07-17,106,100,6,La Palma,0,0,2020-07-17
2021-07-17,778,602,7,La Palma,5,0,2021-07-17
2020-07-18,106,100,6,La Palma,0,0,2020-07-18
2021-07-18,800,618,7,La Palma,5,0,2021-07-18
2020-07-19,106,100,6,La Palma,0,0,2020-07-19
2021-07-19,813,635,7,La Palma,7,2,2021-07-19
2020-07-20,106,100,6,La Palma,0,0,2020-07-20
2021-07-20,831,651,7,La Palma,7,2,2021-07-20
2020-07-21,106,100,6,La Palma,0,0,2020-07-21
2021-07-21,842,665,7,La Palma,8,5,2021-07-21
2020-07-22,106,100,6,La Palma,0,0,2020-07-22
2021-07-22,866,679,7,La Palma,10,5,2021-07-22
2020-07-23,106,100,6,La Palma,0,0,2020-07-23
2021-07-23,904,691,7,La Palma,32,5,2021-07-23
2020-07-24,106,100,6,La Palma,0,0,2020-07-24
2021-07-24,912,704,7,La Palma,29,6,2021-07-24
2020-07-25,106,100,6,La Palma,0,0,2020-07-25
2021-07-25,916,714,7,La Palma,30,7,2021-07-25
2020-07-26,106,100,6,La Palma,0,0,2020-07-26
2021-07-26,925,729,7,La Palma,30,7,2021-07-26
2020-07-27,106,100,6,La Palma,0,0,2020-07-27
2021-07-27,936,744,8,La Palma,27,7,2021-07-27
2020-07-28,106,100,6,La Palma,0,0,2020-07-28
2021-07-28,945,764,8,La Palma,25,7,2021-07-28
2020-07-29,106,100,6,La Palma,0,0,2020-07-29
2021-07-29,953,777,8,La Palma,24,5,2021-07-29
2020-07-30,106,100,6,La Palma,0,0,2020-07-30
2021-07-30,960,795,8,La Palma,24,4,2021-07-30
2020-07-31,106,100,6,La Palma,0,0,2020-07-31
2021-07-31,965,805,9,La Palma,25,4,2021-07-31
2020-06-01,100,86,6,La Palma,3,0,2020-06-01
2021-06-01,567,543,7,La Palma,2,0,2021-06-01
2020-06-02,100,86,6,La Palma,2,0,2020-06-02
2021-06-02,567,545,7,La Palma,2,0,2021-06-02
2020-06-03,100,86,6,La Palma,0,0,2020-06-03
2021-06-03,567,550,7,La Palma,2,0,2021-06-03
2020-06-04,100,86,6,La Palma,1,0,2020-06-04
2021-06-04,569,551,7,La Palma,1,0,2021-06-04
2020-06-05,100,86,6,La Palma,0,0,2020-06-05
2021-06-05,571,551,7,La Palma,1,0,2021-06-05
2020-06-06,102,86,6,La Palma,0,0,2020-06-06
2021-06-06,571,551,7,La Palma,0,0,2021-06-06
2020-06-07,103,86,6,La Palma,0,0,2020-06-07
2021-06-07,572,552,7,La Palma,0,0,2021-06-07
2020-06-08,104,86,6,La Palma,1,0,2020-06-08
2021-06-08,572,552,7,La Palma,0,0,2021-06-08
2020-06-09,104,87,6,La Palma,0,0,2020-06-09
2021-06-09,572,552,7,La Palma,0,0,2021-06-09
2020-06-10,104,87,6,La Palma,0,0,2020-06-10
2021-06-10,572,552,7,La Palma,0,0,2021-06-10
2020-06-11,104,87,6,La Palma,0,0,2020-06-11
2021-06-11,572,553,7,La Palma,0,0,2021-06-11
2020-06-12,105,87,6,La Palma,1,0,2020-06-12
2021-06-12,574,554,7,La Palma,0,0,2021-06-12
2020-06-13,105,87,6,La Palma,1,0,2020-06-13
2021-06-13,574,554,7,La Palma,0,0,2021-06-13
2020-06-14,105,88,6,La Palma,0,0,2020-06-14
2021-06-14,574,556,7,La Palma,0,0,2021-06-14
2020-06-15,106,88,6,La Palma,1,0,2020-06-15
2021-06-15,574,557,7,La Palma,0,0,2021-06-15
2020-06-16,106,89,6,La Palma,2,0,2020-06-16
2021-06-16,574,557,7,La Palma,0,0,2021-06-16
2020-06-17,106,90,6,La Palma,2,0,2020-06-17
2021-06-17,574,560,7,La Palma,0,0,2021-06-17
2020-06-18,106,90,6,La Palma,2,0,2020-06-18
2021-06-18,574,560,7,La Palma,0,0,2021-06-18
2020-06-19,106,91,6,La Palma,2,0,2020-06-19
2021-06-19,574,560,7,La Palma,0,0,2021-06-19
2020-06-20,106,92,6,La Palma,2,0,2020-06-20
2021-06-20,574,560,7,La Palma,0,0,2021-06-20
2020-06-21,106,92,6,La Palma,2,0,2020-06-21
2021-06-21,574,560,7,La Palma,0,0,2021-06-21
2020-06-22,106,93,6,La Palma,2,0,2020-06-22
2021-06-22,574,561,7,La Palma,0,0,2021-06-22
2020-06-23,106,99,6,La Palma,0,0,2020-06-23
2021-06-23,574,561,7,La Palma,0,0,2021-06-23
2020-06-24,106,99,6,La Palma,0,0,2020-06-24
2021-06-24,574,561,7,La Palma,0,0,2021-06-24
2020-06-25,106,100,6,La Palma,1,0,2020-06-25
2021-06-25,575,562,7,La Palma,0,0,2021-06-25
2020-06-26,106,100,6,La Palma,0,0,2020-06-26
2021-06-26,577,562,7,La Palma,0,0,2021-06-26
2020-06-27,106,100,6,La Palma,0,0,2020-06-27
2021-06-27,577,562,7,La Palma,0,0,2021-06-27
2020-06-28,106,100,6,La Palma,0,0,2020-06-28
2021-06-28,578,562,7,La Palma,0,0,2021-06-28
2020-06-29,106,100,6,La Palma,0,0,2020-06-29
2021-06-29,579,562,7,La Palma,0,0,2021-06-29
2020-06-30,106,100,6,La Palma,0,0,2020-06-30
2021-06-30,580,562,7,La Palma,0,0,2021-06-30
2021-03-01,409,371,6,La Palma,4,2,2021-03-01
2021-03-02,413,373,6,La Palma,4,2,2021-03-02
2020-03-03,0,0,0,La Palma,NA,NA,2020-03-03
2021-03-03,418,373,6,La Palma,4,2,2021-03-03
2020-03-04,0,0,0,La Palma,NA,NA,2020-03-04
2021-03-04,421,373,6,La Palma,6,2,2021-03-04
2020-03-05,0,0,0,La Palma,NA,NA,2020-03-05
2021-03-05,422,374,6,La Palma,6,1,2021-03-05
2020-03-06,0,0,0,La Palma,NA,NA,2020-03-06
2021-03-06,424,377,6,La Palma,7,1,2021-03-06
2020-03-07,0,0,0,La Palma,NA,NA,2020-03-07
2021-03-07,425,382,6,La Palma,7,1,2021-03-07
2020-03-08,0,0,0,La Palma,NA,NA,2020-03-08
2021-03-08,428,387,6,La Palma,7,3,2021-03-08
2020-03-09,0,0,0,La Palma,NA,NA,2020-03-09
2021-03-09,428,389,6,La Palma,7,3,2021-03-09
2020-03-10,0,0,0,La Palma,NA,NA,2020-03-10
2021-03-10,430,389,6,La Palma,7,4,2021-03-10
2020-03-11,2,0,0,La Palma,NA,NA,2020-03-11
2021-03-11,437,393,6,La Palma,8,4,2021-03-11
2020-03-12,2,0,0,La Palma,NA,NA,2020-03-12
2021-03-12,439,396,6,La Palma,8,3,2021-03-12
2020-03-13,3,0,0,La Palma,NA,NA,2020-03-13
2021-03-13,440,401,6,La Palma,8,3,2021-03-13
2020-03-14,5,0,0,La Palma,NA,NA,2020-03-14
2021-03-14,440,405,6,La Palma,8,3,2021-03-14
2020-03-15,5,0,0,La Palma,NA,NA,2020-03-15
2021-03-15,443,406,6,La Palma,9,4,2021-03-15
2020-03-16,5,0,0,La Palma,NA,NA,2020-03-16
2021-03-16,445,409,6,La Palma,6,2,2021-03-16
2020-03-17,6,0,0,La Palma,NA,NA,2020-03-17
2021-03-17,445,411,6,La Palma,6,2,2021-03-17
2020-03-18,7,0,0,La Palma,NA,NA,2020-03-18
2021-03-18,446,415,6,La Palma,6,3,2021-03-18
2020-03-19,11,0,0,La Palma,NA,NA,2020-03-19
2021-03-19,447,416,6,La Palma,5,2,2021-03-19
2020-03-20,12,0,0,La Palma,NA,NA,2020-03-20
2021-03-20,448,416,6,La Palma,5,2,2021-03-20
2020-03-21,20,0,0,La Palma,NA,NA,2020-03-21
2021-03-21,450,426,6,La Palma,5,2,2021-03-21
2020-03-22,26,0,0,La Palma,NA,NA,2020-03-22
2021-03-22,451,428,6,La Palma,4,2,2021-03-22
2020-03-23,33,0,0,La Palma,9,4,2020-03-23
2021-03-23,453,429,6,La Palma,3,2,2021-03-23
2020-03-24,38,0,0,La Palma,13,4,2020-03-24
2021-03-24,455,429,6,La Palma,3,2,2021-03-24
2020-03-25,38,0,0,La Palma,13,4,2020-03-25
2021-03-25,458,431,6,La Palma,3,2,2021-03-25
2020-03-26,42,0,0,La Palma,13,4,2020-03-26
2021-03-26,462,432,6,La Palma,2,1,2021-03-26
2020-03-27,48,0,1,La Palma,10,5,2020-03-27
2021-03-27,464,432,6,La Palma,2,2,2021-03-27
2020-03-28,50,0,2,La Palma,13,4,2020-03-28
2021-03-28,464,432,6,La Palma,3,2,2021-03-28
2020-03-29,55,1,2,La Palma,13,4,2020-03-29
2021-03-29,464,436,6,La Palma,3,2,2021-03-29
2020-03-30,66,2,2,La Palma,19,5,2020-03-30
2021-03-30,465,437,6,La Palma,4,1,2021-03-30
2020-03-31,72,2,2,La Palma,14,5,2020-03-31
2021-03-31,476,437,6,La Palma,2,0,2021-03-31
2020-05-01,88,50,6,La Palma,3,0,2020-05-01
2021-05-01,533,489,6,La Palma,3,2,2021-05-01
2020-05-02,88,51,6,La Palma,2,0,2020-05-02
2021-05-02,533,489,6,La Palma,3,2,2021-05-02
2020-05-03,88,52,6,La Palma,2,0,2020-05-03
2021-05-03,533,490,6,La Palma,3,2,2021-05-03
2020-05-04,88,55,6,La Palma,2,0,2020-05-04
2021-05-04,533,491,6,La Palma,3,2,2021-05-04
2020-05-05,91,57,6,La Palma,5,0,2020-05-05
2021-05-05,534,498,6,La Palma,2,2,2021-05-05
2020-05-06,91,57,6,La Palma,5,0,2020-05-06
2021-05-06,535,513,6,La Palma,2,2,2021-05-06
2020-05-07,93,57,6,La Palma,6,0,2020-05-07
2021-05-07,535,517,6,La Palma,2,2,2021-05-07
2020-05-08,93,58,6,La Palma,5,0,2020-05-08
2021-05-08,536,518,6,La Palma,2,2,2021-05-08
2020-05-09,93,61,6,La Palma,3,0,2020-05-09
2021-05-09,538,520,6,La Palma,2,2,2021-05-09
2020-05-10,94,63,6,La Palma,3,0,2020-05-10
2021-05-10,539,520,6,La Palma,2,2,2021-05-10
2020-05-11,95,64,6,La Palma,4,0,2020-05-11
2021-05-11,540,520,6,La Palma,2,2,2021-05-11
2020-05-12,95,66,6,La Palma,1,0,2020-05-12
2021-05-12,541,520,6,La Palma,2,1,2021-05-12
2020-05-13,95,67,6,La Palma,0,0,2020-05-13
2021-05-13,542,520,6,La Palma,2,1,2021-05-13
2020-05-14,95,68,6,La Palma,0,0,2020-05-14
2021-05-14,543,520,6,La Palma,1,1,2021-05-14
2020-05-15,95,68,6,La Palma,2,0,2020-05-15
2021-05-15,543,521,6,La Palma,1,1,2021-05-15
2020-05-16,95,68,6,La Palma,1,0,2020-05-16
2021-05-16,544,522,6,La Palma,1,1,2021-05-16
2020-05-17,95,68,6,La Palma,0,0,2020-05-17
2021-05-17,545,523,7,La Palma,0,0,2021-05-17
2020-05-18,95,68,6,La Palma,0,0,2020-05-18
2021-05-18,546,524,7,La Palma,2,1,2021-05-18
2020-05-19,95,69,6,La Palma,0,0,2020-05-19
2021-05-19,555,526,7,La Palma,2,1,2021-05-19
2020-05-20,95,69,6,La Palma,1,1,2020-05-20
2021-05-20,559,526,7,La Palma,4,1,2021-05-20
2020-05-21,95,72,6,La Palma,1,0,2020-05-21
2021-05-21,560,528,7,La Palma,4,1,2021-05-21
2020-05-22,95,72,6,La Palma,1,0,2020-05-22
2021-05-22,562,528,7,La Palma,5,2,2021-05-22
2020-05-23,95,75,6,La Palma,3,0,2020-05-23
2021-05-23,563,529,7,La Palma,5,2,2021-05-23
2020-05-24,95,77,6,La Palma,0,0,2020-05-24
2021-05-24,564,530,7,La Palma,5,2,2021-05-24
2020-05-25,95,77,6,La Palma,0,0,2020-05-25
2021-05-25,564,530,7,La Palma,5,2,2021-05-25
2020-05-26,95,77,6,La Palma,1,0,2020-05-26
2021-05-26,564,531,7,La Palma,4,1,2021-05-26
2020-05-27,95,78,6,La Palma,1,0,2020-05-27
2021-05-27,564,532,7,La Palma,4,1,2021-05-27
2020-05-28,96,80,6,La Palma,1,0,2020-05-28
2021-05-28,564,533,7,La Palma,2,1,2021-05-28
2020-05-29,98,83,6,La Palma,1,0,2020-05-29
2021-05-29,566,540,7,La Palma,2,1,2021-05-29
2020-05-30,98,83,6,La Palma,1,0,2020-05-30
2021-05-30,566,543,7,La Palma,2,1,2021-05-30
2020-05-31,99,85,6,La Palma,3,0,2020-05-31
2021-05-31,566,543,7,La Palma,2,1,2021-05-31
2020-11-01,196,185,6,La Palma,0,0,2020-11-01
2020-11-02,197,186,6,La Palma,0,0,2020-11-02
2020-11-03,197,187,6,La Palma,0,0,2020-11-03
2020-11-04,197,187,6,La Palma,0,0,2020-11-04
2020-11-05,197,187,6,La Palma,0,0,2020-11-05
2020-11-06,198,188,6,La Palma,0,0,2020-11-06
2020-11-07,199,189,6,La Palma,0,0,2020-11-07
2020-11-08,200,189,6,La Palma,0,0,2020-11-08
2020-11-09,201,189,6,La Palma,0,0,2020-11-09
2020-11-10,202,190,6,La Palma,0,0,2020-11-10
2020-11-11,202,190,6,La Palma,0,0,2020-11-11
2020-11-12,202,191,6,La Palma,0,0,2020-11-12
2020-11-13,202,191,6,La Palma,0,0,2020-11-13
2020-11-14,204,191,6,La Palma,0,0,2020-11-14
2020-11-15,206,191,6,La Palma,0,0,2020-11-15
2020-11-16,206,192,6,La Palma,0,0,2020-11-16
2020-11-17,207,193,6,La Palma,0,0,2020-11-17
2020-11-18,210,194,6,La Palma,0,0,2020-11-18
2020-11-19,211,194,6,La Palma,0,0,2020-11-19
2020-11-20,211,194,6,La Palma,0,0,2020-11-20
2020-11-21,211,194,6,La Palma,0,0,2020-11-21
2020-11-22,211,194,6,La Palma,0,0,2020-11-22
2020-11-23,214,195,6,La Palma,0,0,2020-11-23
2020-11-24,214,196,6,La Palma,1,0,2020-11-24
2020-11-25,214,199,6,La Palma,1,0,2020-11-25
2020-11-26,214,199,6,La Palma,1,0,2020-11-26
2020-11-27,216,201,6,La Palma,2,0,2020-11-27
2020-11-28,216,201,6,La Palma,2,0,2020-11-28
2020-11-29,216,203,6,La Palma,2,0,2020-11-29
2020-11-30,216,203,6,La Palma,2,0,2020-11-30
2020-10-01,183,169,6,La Palma,0,0,2020-10-01
2021-10-01,1107,1076,16,La Palma,4,2,2021-10-01
2020-10-02,183,169,6,La Palma,0,0,2020-10-02
2021-10-02,1107,1078,16,La Palma,4,2,2021-10-02
2020-10-03,183,170,6,La Palma,0,0,2020-10-03
2021-10-03,1108,1079,16,La Palma,4,2,2021-10-03
2020-10-04,183,170,6,La Palma,0,0,2020-10-04
2021-10-04,1108,1079,16,La Palma,3,2,2021-10-04
2020-10-05,184,170,6,La Palma,1,0,2020-10-05
2021-10-05,1108,1080,16,La Palma,3,2,2021-10-05
2020-10-06,185,170,6,La Palma,1,0,2020-10-06
2021-10-06,1109,1080,16,La Palma,3,2,2021-10-06
2020-10-07,185,175,6,La Palma,1,0,2020-10-07
2021-10-07,1109,1086,16,La Palma,3,2,2021-10-07
2020-10-08,185,175,6,La Palma,1,0,2020-10-08
2021-10-08,1109,1087,16,La Palma,3,2,2021-10-08
2020-10-09,186,175,6,La Palma,1,0,2020-10-09
2021-10-09,1109,1087,17,La Palma,2,1,2021-10-09
2020-10-10,187,177,6,La Palma,1,0,2020-10-10
2021-10-10,1109,1088,17,La Palma,2,1,2021-10-10
2020-10-11,187,177,6,La Palma,1,0,2020-10-11
2020-10-12,188,179,6,La Palma,1,0,2020-10-12
2020-10-13,188,179,6,La Palma,1,0,2020-10-13
2020-10-14,188,179,6,La Palma,1,0,2020-10-14
2020-10-15,189,179,6,La Palma,1,0,2020-10-15
2020-10-16,191,180,6,La Palma,1,0,2020-10-16
2020-10-17,191,180,6,La Palma,1,0,2020-10-17
2020-10-18,191,180,6,La Palma,1,0,2020-10-18
2020-10-19,192,180,6,La Palma,1,0,2020-10-19
2020-10-20,192,180,6,La Palma,0,0,2020-10-20
2020-10-21,192,181,6,La Palma,0,0,2020-10-21
2020-10-22,193,181,6,La Palma,1,0,2020-10-22
2020-10-23,193,181,6,La Palma,1,0,2020-10-23
2020-10-24,193,181,6,La Palma,1,0,2020-10-24
2020-10-25,193,181,6,La Palma,1,0,2020-10-25
2020-10-26,193,185,6,La Palma,1,0,2020-10-26
2020-10-27,194,185,6,La Palma,1,0,2020-10-27
2020-10-28,195,185,6,La Palma,1,0,2020-10-28
2020-10-29,195,185,6,La Palma,1,0,2020-10-29
2020-10-30,195,185,6,La Palma,0,0,2020-10-30
2020-10-31,196,185,6,La Palma,0,0,2020-10-31
2020-09-01,147,114,6,La Palma,0,0,2020-09-01
2021-09-01,1080,1042,14,La Palma,2,0,2021-09-01
2020-09-02,150,115,6,La Palma,0,0,2020-09-02
2021-09-02,1083,1042,14,La Palma,3,2,2021-09-02
2020-09-03,150,117,6,La Palma,0,0,2020-09-03
2021-09-03,1083,1049,14,La Palma,3,2,2021-09-03
2020-09-04,153,122,6,La Palma,0,0,2020-09-04
2021-09-04,1083,1055,14,La Palma,3,2,2021-09-04
2020-09-05,158,122,6,La Palma,0,0,2020-09-05
2021-09-05,1084,1058,14,La Palma,3,2,2021-09-05
2020-09-06,162,122,6,La Palma,0,0,2020-09-06
2021-09-06,1086,1058,14,La Palma,3,2,2021-09-06
2020-09-07,163,126,6,La Palma,0,0,2020-09-07
2021-09-07,1087,1058,15,La Palma,2,1,2021-09-07
2020-09-08,163,126,6,La Palma,0,0,2020-09-08
2021-09-08,1087,1058,15,La Palma,2,1,2021-09-08
2020-09-09,169,126,6,La Palma,0,0,2020-09-09
2021-09-09,1088,1059,15,La Palma,2,1,2021-09-09
2020-09-10,172,131,6,La Palma,0,0,2020-09-10
2021-09-10,1088,1064,15,La Palma,2,1,2021-09-10
2020-09-11,172,133,6,La Palma,0,0,2020-09-11
2021-09-11,1089,1065,15,La Palma,2,1,2021-09-11
2020-09-12,173,134,6,La Palma,0,0,2020-09-12
2021-09-12,1089,1067,15,La Palma,2,1,2021-09-12
2020-09-13,173,134,6,La Palma,0,0,2020-09-13
2021-09-13,1089,1067,15,La Palma,2,1,2021-09-13
2020-09-14,173,139,6,La Palma,0,0,2020-09-14
2021-09-14,1090,1067,15,La Palma,2,1,2021-09-14
2020-09-15,174,141,6,La Palma,0,0,2020-09-15
2021-09-15,1090,1067,16,La Palma,1,0,2021-09-15
2020-09-16,174,142,6,La Palma,0,0,2020-09-16
2021-09-16,1090,1068,16,La Palma,1,0,2021-09-16
2020-09-17,174,146,6,La Palma,0,0,2020-09-17
2021-09-17,1090,1069,16,La Palma,1,0,2021-09-17
2020-09-18,174,148,6,La Palma,0,0,2020-09-18
2021-09-18,1090,1069,16,La Palma,1,0,2021-09-18
2020-09-19,174,155,6,La Palma,0,0,2020-09-19
2021-09-19,1091,1070,16,La Palma,1,0,2021-09-19
2020-09-20,174,156,6,La Palma,0,0,2020-09-20
2021-09-20,1092,1071,16,La Palma,1,0,2021-09-20
2020-09-21,174,163,6,La Palma,0,0,2020-09-21
2021-09-21,1092,1072,16,La Palma,1,0,2021-09-21
2020-09-22,174,165,6,La Palma,0,0,2020-09-22
2021-09-22,1095,1072,16,La Palma,2,0,2021-09-22
2020-09-23,175,166,6,La Palma,0,0,2020-09-23
2021-09-23,1096,1072,16,La Palma,2,0,2021-09-23
2020-09-24,178,167,6,La Palma,0,0,2020-09-24
2021-09-24,1097,1072,16,La Palma,2,0,2021-09-24
2020-09-25,178,168,6,La Palma,0,0,2020-09-25
2021-09-25,1099,1072,16,La Palma,2,0,2021-09-25
2020-09-26,179,168,6,La Palma,0,0,2020-09-26
2021-09-26,1099,1072,16,La Palma,2,0,2021-09-26
2020-09-27,179,168,6,La Palma,0,0,2020-09-27
2021-09-27,1106,1073,16,La Palma,2,0,2021-09-27
2020-09-28,179,168,6,La Palma,0,0,2020-09-28
2021-09-28,1107,1073,16,La Palma,2,1,2021-09-28
2020-09-29,179,168,6,La Palma,0,0,2020-09-29
2021-09-29,1107,1074,16,La Palma,2,1,2021-09-29
2020-09-30,183,168,6,La Palma,0,0,2020-09-30
2021-09-30,1107,1076,16,La Palma,3,1,2021-09-30
2020-04-01,971,93,52,Tenerife,314,54,2020-04-01
2021-04-01,20002,18542,381,Tenerife,103,32,2021-04-01
2020-04-02,1002,103,56,Tenerife,317,51,2020-04-02
2021-04-02,20045,18618,382,Tenerife,106,31,2021-04-02
2020-04-03,1029,138,58,Tenerife,334,45,2020-04-03
2021-04-03,20114,18674,383,Tenerife,117,29,2021-04-03
2020-04-04,1052,163,60,Tenerife,343,47,2020-04-04
2021-04-04,20174,18725,385,Tenerife,119,29,2021-04-04
2020-04-05,1087,183,61,Tenerife,357,46,2020-04-05
2021-04-05,20255,18923,385,Tenerife,135,30,2021-04-05
2020-04-06,1115,215,63,Tenerife,362,45,2020-04-06
2021-04-06,20361,19020,385,Tenerife,141,32,2021-04-06
2020-04-07,1174,239,63,Tenerife,375,50,2020-04-07
2021-04-07,20467,19109,387,Tenerife,133,30,2021-04-07
2020-04-08,1184,276,66,Tenerife,366,40,2020-04-08
2021-04-08,20633,19212,388,Tenerife,128,28,2021-04-08
2020-04-09,1199,301,67,Tenerife,365,44,2020-04-09
2021-04-09,20731,19325,389,Tenerife,131,31,2021-04-09
2020-04-10,1227,324,67,Tenerife,360,43,2020-04-10
2021-04-10,20831,19378,390,Tenerife,134,32,2021-04-10
2020-04-11,1256,346,69,Tenerife,342,44,2020-04-11
2021-04-11,20938,19446,391,Tenerife,148,33,2021-04-11
2020-04-12,1259,354,69,Tenerife,358,42,2020-04-12
2021-04-12,21036,19551,392,Tenerife,145,31,2021-04-12
2020-04-13,1275,388,72,Tenerife,355,44,2020-04-13
